referrer,views_total,views_unique
keptn.sh,484,68
Google,298,51
github.com,205,43
medium.com,32,6
t.co,23,7
youtube.com,23,3
cncf.io,12,5
contribute.cncf.io,7,2
conventionalcommits.org,6,2
lifecycle.keptn.sh,6,2
