url_path,views_total,views_unique
/keptn/lifecycle-toolkit,141,99
/keptn/lifecycle-toolkit/issues,17,10
/keptn/lifecycle-toolkit/pulls,13,6
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,8,6
/keptn/lifecycle-toolkit/graphs/contributors,7,5
/keptn/lifecycle-toolkit/pull/3922,7,3
/keptn/lifecycle-toolkit/activity,7,1
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,5,4
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/README.md,4,4
/keptn/lifecycle-toolkit/tree/main/examples,4,4
