referrer,views_total,views_unique
keptn.sh,218,44
Google,111,29
github.com,73,22
statics.teams.cdn.office.net,19,5
testkube.io,14,7
chatgpt.com,10,6
DuckDuckGo,10,1
medium.com,8,1
kyverno.github.io,7,1
cncf.io,3,3
