url_path,views_total,views_unique
/keptn/lifecycle-toolkit,433,159
/keptn/lifecycle-toolkit/pulls,267,7
/keptn/lifecycle-toolkit/commits/main,116,5
/keptn/lifecycle-toolkit/issues,96,14
/keptn/lifecycle-toolkit/pull/3654,78,4
/keptn/lifecycle-toolkit/pull/3654/files,58,4
/keptn/lifecycle-toolkit/tree/main/examples,50,9
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator/config/samples/function_execution,42,3
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,41,7
/keptn/lifecycle-toolkit/issues/227,39,3
