url_path,views_total,views_unique
/keptn/lifecycle-toolkit,204,160
/keptn/lifecycle-toolkit/commits/main,68,2
/keptn/lifecycle-toolkit/issues,42,21
/keptn/lifecycle-toolkit/pulls,20,11
/keptn/lifecycle-toolkit/pull/3904,18,7
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana/configmap,11,3
/keptn/lifecycle-toolkit/commits/0305-namespace/metrics-operator,10,1
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,9,6
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,7,6
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana,7,5
