url_path,views_total,views_unique
/keptn/lifecycle-toolkit,333,153
/keptn/lifecycle-toolkit/pulls,79,7
/keptn/lifecycle-toolkit/tree/main/chart,65,11
/keptn/lifecycle-toolkit/issues,60,16
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,60,11
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/version-1,43,3
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/base,41,4
/keptn/lifecycle-toolkit/tree/main/examples,39,13
/keptn/lifecycle-toolkit/pull/3711,31,5
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,27,5
