referrer,views_total,views_unique
keptn.sh,780,55
github.com,284,37
Google,278,35
Bing,32,4
statics.teams.cdn.office.net,22,3
medium.com,12,7
cncf.io,7,6
contribute.cncf.io,5,2
chatgpt.com,4,2
v1.keptn.sh,4,1
