url_path,views_total,views_unique
/keptn/lifecycle-toolkit,186,125
/keptn/lifecycle-toolkit/issues,35,19
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,19,10
/keptn/lifecycle-toolkit/pull/3906,17,9
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/base/container-task.yaml,12,6
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/README.md,11,3
/keptn/lifecycle-toolkit/tree/main,9,5
/keptn/lifecycle-toolkit/tree/main/examples/sample-app/base,9,5
/keptn/lifecycle-toolkit/issues/2727,9,3
/keptn/lifecycle-toolkit/graphs/contributors,8,7
