url_path,views_total,views_unique
/keptn/lifecycle-toolkit,229,132
/keptn/lifecycle-toolkit/issues,73,19
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,42,9
/keptn/lifecycle-toolkit/pull/3113/files,36,4
/keptn/lifecycle-toolkit/issues/3121,30,8
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator/controllers/lifecycle,25,4
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator/controllers,23,5
/keptn/lifecycle-toolkit/pulls,22,9
/keptn/lifecycle-toolkit/pull/3581,18,6
/keptn/lifecycle-toolkit/tree/main/docs,18,6
