time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-02 00:00:00+00:00,94,25,19,11
2026-05-03 00:00:00+00:00,90,33,13,11
2026-05-04 00:00:00+00:00,145,30,10,9
2026-05-05 00:00:00+00:00,77,33,18,9
2026-05-06 00:00:00+00:00,126,34,8,7
2026-05-07 00:00:00+00:00,101,45,11,11
2026-05-08 00:00:00+00:00,88,37,33,12
2026-05-09 00:00:00+00:00,181,54,17,17
2026-05-10 00:00:00+00:00,302,61,21,21
2026-05-11 00:00:00+00:00,195,46,16,14
2026-05-12 00:00:00+00:00,120,39,13,12
2026-05-13 00:00:00+00:00,82,37,15,12
2026-05-14 00:00:00+00:00,154,53,14,13
2026-05-15 00:00:00+00:00,81,37,65,65
