url_path,views_total,views_unique
/keptn/lifecycle-toolkit,248,173
/keptn/lifecycle-toolkit/issues,54,19
/keptn/lifecycle-toolkit/tree/main/chart,45,12
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,42,9
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,29,7
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,28,7
/keptn/lifecycle-toolkit/tree/main/examples,22,6
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana,21,7
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,20,4
/keptn/lifecycle-toolkit/blob/main/assets/operator-maturity.jpg,19,9
