referrer,views_total,views_unique
github.com,38,19
keptn.sh,17,9
Google,15,7
medium.com,9,2
chatgpt.com,3,1
Bing,1,1
DuckDuckGo,1,1
teams.public.onecdn.static.microsoft,1,1
