referrer,views_total,views_unique
Google,250,36
keptn.sh,181,49
github.com,129,22
DuckDuckGo,63,2
statics.teams.cdn.office.net,46,5
Bing,15,3
cncf.io,8,5
gartner.atlassian.net,8,1
medium.com,6,5
yandex.ru,3,3
