time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-25 00:00:00+00:00,63,43,109,16
2025-02-26 00:00:00+00:00,155,59,78,26
2025-02-27 00:00:00+00:00,213,65,50,15
2025-02-28 00:00:00+00:00,146,48,25,12
2025-03-01 00:00:00+00:00,176,48,17,6
2025-03-02 00:00:00+00:00,95,43,9,4
2025-03-03 00:00:00+00:00,143,43,80,24
2025-03-04 00:00:00+00:00,100,47,249,30
2025-03-05 00:00:00+00:00,193,99,59,22
2025-03-06 00:00:00+00:00,224,116,42,17
2025-03-07 00:00:00+00:00,266,117,78,22
2025-03-08 00:00:00+00:00,229,120,20,10
2025-03-09 00:00:00+00:00,168,104,5,5
2025-03-10 00:00:00+00:00,168,67,103,20
