url_path,views_total,views_unique
/keptn/lifecycle-toolkit,126,90
/keptn/lifecycle-toolkit/tree/main/chart,14,8
/keptn/lifecycle-toolkit/tree/main,12,5
/keptn/lifecycle-toolkit/issues,10,9
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,9,4
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator/chart,9,4
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,7,6
/keptn/lifecycle-toolkit/blob/main/lifecycle-operator/chart/values.yaml,7,5
/keptn/lifecycle-toolkit/releases,7,4
/keptn/lifecycle-toolkit/tree/main/metrics-operator,6,4
