referrer,views_total,views_unique
keptn.sh,135,30
Google,112,22
github.com,12,7
cncf.io,10,5
chatgpt.com,8,4
medium.com,6,2
plural.sh,2,1
Bing,1,1
search.brave.com,1,1
cn.bing.com,1,1
