referrer,views_total,views_unique
github.com,777,45
keptn.sh,446,64
Google,285,41
goodfirstissues.com,45,8
summerofcode.withgoogle.com,29,4
cncf.io,25,10
medium.com,25,5
landscape.cncf.io,20,11
linkedin.com,8,2
Bing,5,2
