url_path,views_total,views_unique
/keptn/lifecycle-toolkit,276,149
/keptn/lifecycle-toolkit/issues,63,18
/keptn/lifecycle-toolkit/pull/3741,40,5
/keptn/lifecycle-toolkit/issues/3727,30,8
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,25,8
/keptn/lifecycle-toolkit/pulls,23,9
/keptn/lifecycle-toolkit/tree/main/examples,21,10
/keptn/lifecycle-toolkit/tree/main/chart,20,7
/keptn/lifecycle-toolkit/blob/8eb878f908467ab9a7140694d263de0fc352f2dd/lifecycle-operator/config/samples/deployment.yaml,18,1
/keptn/lifecycle-toolkit/tree/main/examples/support/observability,17,4
