referrer,views_total,views_unique
keptn.sh,292,45
Google,217,27
github.com,20,13
chatgpt.com,9,6
medium.com,5,3
addup-team.atlassian.net,4,1
contribute.cncf.io,3,1
overleaf.com,3,1
DuckDuckGo,2,2
kyverno.github.io,2,2
