referrer,views_total,views_unique
keptn.sh,124,29
Google,42,16
github.com,24,10
cncf.io,13,5
contribute.cncf.io,4,4
medium.com,3,2
chatgpt.com,2,2
cloudnativenow.com,2,2
Bing,2,1
sourcegraph.com,1,1
