url_path,views_total,views_unique
/keptn/lifecycle-toolkit,65,49
/keptn/lifecycle-toolkit/issues,10,6
/keptn/lifecycle-toolkit/pulls,3,3
/keptn/lifecycle-toolkit/releases/tag/keptn-v2.5.0,3,2
/keptn/lifecycle-toolkit/blob/main/.github/workflows/release.yml,3,1
/keptn/lifecycle-toolkit/tree/main/.github,3,1
/keptn/lifecycle-toolkit/tree/main/.github/scripts,3,1
/keptn/lifecycle-toolkit/tree/main/.github/workflows,3,1
/keptn/lifecycle-toolkit/blob/main/Makefile,2,2
/keptn/lifecycle-toolkit/branches,2,2
