url_path,views_total,views_unique
/keptn/lifecycle-toolkit,184,129
/keptn/lifecycle-toolkit/issues,35,14
/keptn/lifecycle-toolkit/tree/main/chart,18,6
/keptn/lifecycle-toolkit/releases,16,7
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,13,8
/keptn/lifecycle-toolkit/tree/main/examples,13,7
/keptn/lifecycle-toolkit/pulls,12,4
/keptn/lifecycle-toolkit/pull/3922,9,2
/keptn/lifecycle-toolkit/pull/3922/files,8,2
/keptn/lifecycle-toolkit/blob/4e141ef0c37617e6d54f75f518270889d55b3652/lifecycle-operator/chart/values.yaml,7,1
