time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-16 00:00:00+00:00,134,38,66,19
2026-01-17 00:00:00+00:00,53,36,62,21
2026-01-18 00:00:00+00:00,138,47,25,16
2026-01-19 00:00:00+00:00,85,37,46,23
2026-01-20 00:00:00+00:00,50,24,52,14
2026-01-21 00:00:00+00:00,42,24,30,19
2026-01-22 00:00:00+00:00,72,28,19,14
2026-01-23 00:00:00+00:00,190,43,23,15
2026-01-24 00:00:00+00:00,264,45,9,8
2026-01-25 00:00:00+00:00,85,27,4,4
2026-01-26 00:00:00+00:00,155,40,11,11
2026-01-27 00:00:00+00:00,87,21,33,17
2026-01-28 00:00:00+00:00,114,28,32,21
2026-01-29 00:00:00+00:00,166,35,15,15
