url_path,views_total,views_unique
/keptn/lifecycle-toolkit,250,142
/keptn/lifecycle-toolkit/issues,57,17
/keptn/lifecycle-toolkit/pull/3741,49,5
/keptn/lifecycle-toolkit/pulls,26,8
/keptn/lifecycle-toolkit/issues/3727,26,6
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,23,8
/keptn/lifecycle-toolkit/tree/main/chart,20,7
/keptn/lifecycle-toolkit/tree/main/examples,19,9
/keptn/lifecycle-toolkit/tree/main/examples/support/observability/config/prometheus,17,3
/keptn/lifecycle-toolkit/tree/main/metrics-operator,15,10
