referrer,views_total,views_unique
keptn.sh,611,70
Google,167,47
github.com,89,34
youtube.com,62,3
cncf.io,28,11
DuckDuckGo,21,2
medium.com,20,4
lifecycle.keptn.sh,10,1
goodfirstissues.com,8,1
mail.google.com,4,1
