referrer,views_total,views_unique
keptn.sh,506,59
Google,228,44
v1.keptn.sh,115,2
github.com,112,18
statics.teams.cdn.office.net,38,3
thenewstack.io,31,24
cncf.io,9,3
dt-rnd.atlassian.net,9,1
Bing,8,3
contribute.cncf.io,5,4
