referrer,views_total,views_unique
keptn.sh,484,60
github.com,403,24
Google,239,33
thenewstack.io,14,7
Bing,10,3
medium.com,9,5
cncf.io,6,4
statics.teams.cdn.office.net,2,1
youtube.com,2,1
cloudnativenow.com,1,1
