referrer,views_total,views_unique
keptn.sh,238,51
Google,80,36
github.com,74,24
cncf.io,22,7
contribute.cncf.io,6,2
linkedin.com,4,1
statics.teams.cdn.office.net,3,2
dynatrace.com,3,2
chatgpt.com,2,1
medium.com,2,1
