referrer,views_total,views_unique
keptn.sh,741,61
github.com,309,35
Google,293,34
Bing,41,5
medium.com,16,8
cncf.io,6,5
thenewstack.io,6,4
contribute.cncf.io,5,2
chatgpt.com,4,2
v1.keptn.sh,4,1
