referrer,views_total,views_unique
keptn.sh,81,31
Google,80,28
github.com,31,11
cncf.io,23,6
medium.com,6,4
kubernetes.io,6,1
com.linkedin.android,2,1
Bing,1,1
contribute.cncf.io,1,1
docs.google.com,1,1
