referrer,views_total,views_unique
keptn.sh,133,48
Google,80,25
github.com,50,20
cncf.io,23,10
chatgpt.com,14,2
medium.com,6,2
summerofcode.withgoogle.com,6,1
contribute.cncf.io,4,4
linkedin.com,4,1
cn.bing.com,2,2
