referrer,views_total,views_unique
keptn.sh,282,55
Google,62,28
github.com,52,17
cncf.io,11,9
statics.teams.cdn.office.net,5,2
Bing,3,2
thenewstack.io,3,2
m.sogou.com,3,1
contribute.cncf.io,2,2
medium.com,2,1
