referrer,views_total,views_unique
keptn.sh,163,32
Google,67,26
github.com,15,7
medium.com,14,1
linkedin.com,4,2
DuckDuckGo,3,3
cncf.io,3,2
chatgpt.com,3,1
kyverno.github.io,1,1
contribute.cncf.io,1,1
