time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-14 00:00:00+00:00,10,5,63,18
2024-08-15 00:00:00+00:00,27,7,199,15
2024-08-16 00:00:00+00:00,100,11,145,21
2024-08-17 00:00:00+00:00,58,9,62,6
2024-08-18 00:00:00+00:00,3,2,21,12
2024-08-19 00:00:00+00:00,74,12,202,26
2024-08-20 00:00:00+00:00,168,11,214,28
2024-08-21 00:00:00+00:00,208,8,162,30
2024-08-22 00:00:00+00:00,61,16,581,30
2024-08-23 00:00:00+00:00,7,6,57,16
2024-08-24 00:00:00+00:00,30,7,27,13
2024-08-25 00:00:00+00:00,1,1,21,11
2024-08-26 00:00:00+00:00,2809,29,481,28
2024-08-27 00:00:00+00:00,1696,25,603,28
