referrer,views_total,views_unique
github.com,1006,51
lifecycle.keptn.sh,380,89
Google,221,40
medium.com,82,6
youtube.com,42,2
Bing,24,5
com.linkedin.android,18,3
docsy.dev,16,1
dev-jira.dynatrace.org,11,2
linkedin.com,10,3
