referrer,views_total,views_unique
github.com,298,25
keptn.sh,125,48
Google,66,31
com.google.android.gm,11,1
cncf.io,8,6
contribute.cncf.io,7,4
medium.com,4,3
statics.teams.cdn.office.net,4,2
kyverno.github.io,4,1
chatgpt.com,3,2
