time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-17 00:00:00+00:00,208,69,11,10
2025-11-18 00:00:00+00:00,57,37,47,11
2025-11-19 00:00:00+00:00,59,31,24,13
2025-11-20 00:00:00+00:00,150,37,47,13
2025-11-21 00:00:00+00:00,167,28,29,15
2025-11-22 00:00:00+00:00,131,59,21,11
2025-11-23 00:00:00+00:00,311,97,8,8
2025-11-24 00:00:00+00:00,366,194,30,24
2025-11-25 00:00:00+00:00,266,131,36,16
2025-11-26 00:00:00+00:00,255,120,40,13
2025-11-27 00:00:00+00:00,416,164,27,18
2025-11-28 00:00:00+00:00,428,175,18,14
2025-11-29 00:00:00+00:00,453,194,6,6
2025-11-30 00:00:00+00:00,308,154,28,16
