referrer,views_total,views_unique
github.com,108,19
keptn.sh,93,41
Google,89,42
Bing,20,3
cncf.io,9,4
medium.com,9,3
search.brave.com,9,1
statics.teams.cdn.office.net,5,2
chatgpt.com,4,4
contribute.cncf.io,2,2
