time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-15 00:00:00+00:00,7,4,44,22
2024-11-16 00:00:00+00:00,6,4,52,13
2024-11-17 00:00:00+00:00,111,7,42,14
2024-11-18 00:00:00+00:00,36,5,64,28
2024-11-19 00:00:00+00:00,1,1,53,21
2024-11-20 00:00:00+00:00,51,10,74,24
2024-11-21 00:00:00+00:00,26,10,112,33
2024-11-22 00:00:00+00:00,10,6,107,29
2024-11-23 00:00:00+00:00,11,8,22,8
2024-11-24 00:00:00+00:00,50,6,32,10
2024-11-25 00:00:00+00:00,266,11,150,31
2024-11-26 00:00:00+00:00,197,15,147,30
2024-11-27 00:00:00+00:00,14,6,159,28
2024-11-28 00:00:00+00:00,31,5,46,23
