time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,136,54,43,6
2026-04-03 00:00:00+00:00,156,64,5,5
2026-04-04 00:00:00+00:00,122,42,7,5
2026-04-05 00:00:00+00:00,127,50,7,6
2026-04-06 00:00:00+00:00,83,59,7,5
2026-04-07 00:00:00+00:00,53,34,16,12
2026-04-08 00:00:00+00:00,59,45,8,6
2026-04-09 00:00:00+00:00,101,43,8,7
2026-04-10 00:00:00+00:00,136,55,16,14
2026-04-11 00:00:00+00:00,138,44,6,6
2026-04-12 00:00:00+00:00,217,70,9,9
2026-04-13 00:00:00+00:00,1081,60,18,14
2026-04-14 00:00:00+00:00,234,53,56,13
2026-04-15 00:00:00+00:00,232,49,27,19
