referrer,views_total,views_unique
Google,110,33
keptn.sh,86,46
medium.com,36,6
DuckDuckGo,23,3
github.com,18,11
cncf.io,7,6
gm-sdv.atlassian.net,5,1
jobspring-prod-uploads.s3.amazonaws.com,5,1
Bing,2,1
search.brave.com,2,1
