referrer,views_total,views_unique
Google,284,44
keptn.sh,240,56
Bing,173,5
github.com,124,26
medium.com,46,7
youtube.com,5,1
cncf.io,4,4
dynatrace.com,3,2
DuckDuckGo,2,2
skyscanner.atlassian.net,2,1
