referrer,views_total,views_unique
keptn.sh,122,38
Google,55,27
github.com,43,14
kyverno.github.io,15,1
cncf.io,14,6
contribute.cncf.io,6,3
Bing,3,2
chatgpt.com,2,2
cloudnativenow.com,2,2
medium.com,2,1
