referrer,views_total,views_unique
github.com,302,29
keptn.sh,171,47
Google,112,34
cncf.io,13,7
statics.teams.cdn.office.net,8,3
kyverno.github.io,4,1
chatgpt.com,3,2
medium.com,2,2
aperta-fons-bf53f.web.app,2,2
contribute.cncf.io,2,1
