url_path,views_total,views_unique
/keptn/lifecycle-toolkit,255,165
/keptn/lifecycle-toolkit/issues,67,23
/keptn/lifecycle-toolkit/tree/main/chart,51,11
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,28,8
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,28,8
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,28,7
/keptn/lifecycle-toolkit/pull/3729,28,2
/keptn/lifecycle-toolkit/tree/main/metrics-operator,25,6
/keptn/lifecycle-toolkit/graphs/contributors,25,5
/keptn/lifecycle-toolkit/pulls,24,10
