url_path,views_total,views_unique
/keptn/lifecycle-toolkit,148,106
/keptn/lifecycle-toolkit/issues,23,11
/keptn/lifecycle-toolkit/releases,9,5
/keptn/lifecycle-toolkit/blob/main/docs/docs/guides/multi-stage-application-delivery.md,8,2
/keptn/lifecycle-toolkit/pulls,7,5
/keptn/lifecycle-toolkit/tree/main/examples,7,5
/keptn/lifecycle-toolkit/activity,7,1
/keptn/lifecycle-toolkit/tree/main/chart,6,5
/keptn/lifecycle-toolkit/graphs/contributors,6,4
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,5,5
