referrer,views_total,views_unique
keptn.sh,65,26
Google,61,20
github.com,18,8
cncf.io,6,4
contribute.cncf.io,4,3
medium.com,3,2
chatgpt.com,2,2
cloudnativenow.com,1,1
sessionize.com,1,1
thenewstack.io,1,1
