time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-21 00:00:00+00:00,181,73,7,7
2025-09-22 00:00:00+00:00,159,56,33,15
2025-09-23 00:00:00+00:00,69,32,16,11
2025-09-24 00:00:00+00:00,131,37,49,26
2025-09-25 00:00:00+00:00,241,57,79,18
2025-09-26 00:00:00+00:00,68,33,37,21
2025-09-27 00:00:00+00:00,261,76,22,12
2025-09-28 00:00:00+00:00,164,53,8,8
2025-09-29 00:00:00+00:00,173,68,61,26
2025-09-30 00:00:00+00:00,136,70,25,18
2025-10-01 00:00:00+00:00,106,64,21,14
2025-10-02 00:00:00+00:00,155,66,52,20
2025-10-03 00:00:00+00:00,227,50,43,18
2025-10-04 00:00:00+00:00,204,56,15,8
