time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-25 00:00:00+00:00,33,6,16,12
2025-01-26 00:00:00+00:00,79,7,14,8
2025-01-27 00:00:00+00:00,118,8,80,18
2025-01-28 00:00:00+00:00,5,4,31,17
2025-01-29 00:00:00+00:00,4,4,32,15
2025-01-30 00:00:00+00:00,199,84,73,11
2025-01-31 00:00:00+00:00,156,61,53,19
2025-02-01 00:00:00+00:00,130,33,9,4
2025-02-02 00:00:00+00:00,24,15,17,11
2025-02-03 00:00:00+00:00,94,46,57,17
2025-02-04 00:00:00+00:00,173,84,34,16
2025-02-05 00:00:00+00:00,150,65,47,23
2025-02-06 00:00:00+00:00,213,63,49,22
2025-02-07 00:00:00+00:00,39,23,48,11
