referrer,views_total,views_unique
keptn.sh,159,61
github.com,124,32
Google,116,27
cncf.io,16,9
com.google.android.gm,9,2
goodfirstissues.com,6,1
static.sched.com,4,1
chatgpt.com,3,3
statics.teams.cdn.office.net,3,2
medium.com,2,2
