url_path,views_total,views_unique
/keptn/lifecycle-toolkit,189,152
/keptn/lifecycle-toolkit/issues,30,16
/keptn/lifecycle-toolkit/pulls,18,13
/keptn/lifecycle-toolkit/pull/3906,16,8
/keptn/lifecycle-toolkit/tree/main/examples,8,7
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,8,7
/keptn/lifecycle-toolkit/tree/main/chart,8,4
/keptn/lifecycle-toolkit/blob/main/assets/operator-maturity.jpg,6,6
/keptn/lifecycle-toolkit/commit/ffc01b626a8d21de7f9504c5529af6c9c2fae7e3,6,6
/keptn/lifecycle-toolkit/releases,6,5
