referrer,views_total,views_unique
keptn.sh,182,41
Google,70,29
github.com,48,17
cncf.io,25,7
medium.com,10,5
kubernetes.io,6,1
Bing,5,1
blackbox.ai,2,1
dynatrace.com,1,1
DuckDuckGo,1,1
