referrer,views_total,views_unique
Google,235,39
keptn.sh,181,48
github.com,152,25
DuckDuckGo,63,2
statics.teams.cdn.office.net,55,6
kyverno.github.io,19,2
Bing,10,2
gartner.atlassian.net,8,1
cncf.io,7,4
medium.com,6,5
