referrer,views_total,views_unique
keptn.sh,128,36
Google,36,17
github.com,12,6
DuckDuckGo,6,3
perplexity.ai,6,1
cncf.io,4,3
linkedin.com,4,2
statics.teams.cdn.office.net,3,1
chatgpt.com,3,1
medium.com,2,1
