referrer,views_total,views_unique
github.com,773,44
lifecycle.keptn.sh,354,91
Google,225,37
medium.com,85,9
youtube.com,24,1
com.linkedin.android,16,2
Bing,13,2
dev-jira.dynatrace.org,9,2
DuckDuckGo,2,2
usc-word-edit.officeapps.live.com,2,1
