referrer,views_total,views_unique
keptn.sh,664,50
Google,307,41
github.com,247,30
Bing,29,3
medium.com,28,5
statics.teams.cdn.office.net,22,3
cncf.io,8,7
contribute.cncf.io,5,2
chatgpt.com,4,2
v1.keptn.sh,4,1
