referrer,views_total,views_unique
github.com,1341,61
keptn.sh,451,69
Google,307,52
dynatrace.com,52,2
linkedin.com,30,13
com.linkedin.android,23,6
lifecycle.keptn.sh,20,2
dev-jira.dynatrace.org,19,4
medium.com,11,6
lnkd.in,11,3
