referrer,views_total,views_unique
keptn.sh,454,50
Google,341,43
github.com,308,19
statics.teams.cdn.office.net,40,4
thenewstack.io,35,20
cncf.io,5,3
medium.com,4,3
tpx.sys.comcast.net,3,1
DuckDuckGo,2,2
dynatrace.com,2,1
