referrer,views_total,views_unique
github.com,323,24
keptn.sh,125,47
Google,66,33
Bing,13,1
contribute.cncf.io,11,5
com.google.android.gm,11,1
cncf.io,6,4
medium.com,5,4
chatgpt.com,4,3
statics.teams.cdn.office.net,4,2
