time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-02 00:00:00+00:00,80,52,150,27
2025-04-03 00:00:00+00:00,163,78,117,16
2025-04-04 00:00:00+00:00,112,53,130,17
2025-04-05 00:00:00+00:00,87,29,24,7
2025-04-06 00:00:00+00:00,62,40,26,15
2025-04-07 00:00:00+00:00,95,48,48,21
2025-04-08 00:00:00+00:00,259,77,50,24
2025-04-09 00:00:00+00:00,100,57,28,15
2025-04-10 00:00:00+00:00,127,36,47,26
2025-04-11 00:00:00+00:00,21,11,50,26
2025-04-12 00:00:00+00:00,75,26,6,6
2025-04-13 00:00:00+00:00,52,32,8,7
2025-04-14 00:00:00+00:00,142,49,59,23
2025-04-15 00:00:00+00:00,106,50,88,15
