time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-21 00:00:00+00:00,108,47,94,20
2025-02-22 00:00:00+00:00,128,49,55,5
2025-02-23 00:00:00+00:00,174,69,69,14
2025-02-24 00:00:00+00:00,288,74,120,25
2025-02-25 00:00:00+00:00,63,43,109,16
2025-02-26 00:00:00+00:00,155,59,78,26
2025-02-27 00:00:00+00:00,213,65,50,15
2025-02-28 00:00:00+00:00,146,48,25,12
2025-03-01 00:00:00+00:00,176,48,17,6
2025-03-02 00:00:00+00:00,95,43,9,4
2025-03-03 00:00:00+00:00,143,43,80,24
2025-03-04 00:00:00+00:00,100,47,249,30
2025-03-05 00:00:00+00:00,193,99,59,22
2025-03-06 00:00:00+00:00,203,109,40,17
