referrer,views_total,views_unique
github.com,340,57
Google,267,47
keptn.sh,255,67
medium.com,72,9
linktr.ee,20,1
youtube.com,17,2
Bing,16,4
cloudevents.io,16,1
summerofcode.withgoogle.com,10,4
contribute.cncf.io,6,2
